county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
Alexandria City,51510,Virginia,159428,69,"Fairfax, VA - Arlington, VA",1995976,5.6,7.0,75.90,Low,2023-02-09
Bristol City,51520,Virginia,16762,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,4.0,12.6,167.04,Medium,2023-02-09
Colonial Heights City,51570,Virginia,17370,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,86.36,Medium,2023-02-09
Fairfax City,51600,Virginia,24019,69,"Fairfax, VA - Arlington, VA",1995976,5.6,7.0,58.29,Low,2023-02-09
Hampton City,51650,Virginia,134510,5,"Newport News City, VA - Hampton City, VA",531945,3.3,4.5,124.90,Low,2023-02-09
Manassas City,51683,Virginia,41085,109,"Prince William (Dale City), VA - Fauquier, VA",600120,4.1,2.7,107.10,Low,2023-02-09
Petersburg City,51730,Virginia,31346,77,"Petersburg City, VA - Prince George, VA",138353,2.8,13.0,159.51,Medium,2023-02-09
Radford City,51750,Virginia,18249,70,"Montgomery, VA - Pulaski, VA",196215,6.0,9.2,273.99,Medium,2023-02-09
Salem City,51775,Virginia,25301,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,114.62,Medium,2023-02-09
Suffolk City,51800,Virginia,92108,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.1,6.4,60.80,Low,2023-02-09
Williamsburg City,51830,Virginia,14954,5,"Newport News City, VA - Hampton City, VA",531945,3.3,4.5,60.18,Low,2023-02-09
Accomack County,51001,Virginia,32316,137,"Accomack, VA - Northampton, VA",44026,2.5,6.8,126.87,Low,2023-02-09
Bland County,51021,Virginia,6280,39,"Mercer, WV - Tazewell, VA",144261,7.6,9.0,63.69,Low,2023-02-09
Buckingham County,51029,Virginia,17148,99,"Albemarle, VA - Charlottesville City, VA",383641,3.6,5.0,198.27,Low,2023-02-09
Carroll County,51035,Virginia,29791,73,"Carroll, VA - Grayson, VA",62825,0.8,4.8,157.77,Low,2023-02-09
Charlotte County,51037,Virginia,11880,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,75.76,Medium,2023-02-09
Chesterfield County,51041,Virginia,352802,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,122.45,Medium,2023-02-09
Clarke County,51043,Virginia,14619,25,"Berkeley, WV - Frederick, VA",433166,5.1,6.9,54.72,Low,2023-02-09
Dinwiddie County,51053,Virginia,28544,77,"Petersburg City, VA - Prince George, VA",138353,2.8,13.0,140.13,Medium,2023-02-09
Fluvanna County,51065,Virginia,27270,99,"Albemarle, VA - Charlottesville City, VA",383641,3.6,5.0,14.67,Low,2023-02-09
Franklin County,51067,Virginia,56042,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,83.87,Medium,2023-02-09
Goochland County,51075,Virginia,23753,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,63.15,Medium,2023-02-09
Highland County,51091,Virginia,2190,97,"Augusta, VA - Staunton City, VA",161807,4.6,8.7,91.32,Low,2023-02-09
James City County,51095,Virginia,76523,5,"Newport News City, VA - Hampton City, VA",531945,3.3,4.5,78.41,Low,2023-02-09
Lancaster County,51103,Virginia,10603,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,122.61,Medium,2023-02-09
Mecklenburg County,51117,Virginia,30587,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,5.6,18.3,98.08,Medium,2023-02-09
Middlesex County,51119,Virginia,10582,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,103.95,Medium,2023-02-09
New Kent County,51127,Virginia,23091,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,116.93,Medium,2023-02-09
Northampton County,51131,Virginia,11710,137,"Accomack, VA - Northampton, VA",44026,2.5,6.8,119.56,Low,2023-02-09
Northumberland County,51133,Virginia,12095,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,33.07,Medium,2023-02-09
Orange County,51137,Virginia,37051,99,"Albemarle, VA - Charlottesville City, VA",383641,3.6,5.0,97.16,Low,2023-02-09
Patrick County,51141,Virginia,17608,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,4.6,5.9,113.58,Low,2023-02-09
Prince Edward County,51147,Virginia,22802,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,249.98,High,2023-02-09
Rappahannock County,51157,Virginia,7370,99,"Albemarle, VA - Charlottesville City, VA",383641,3.6,5.0,81.41,Low,2023-02-09
Shenandoah County,51171,Virginia,43616,25,"Berkeley, WV - Frederick, VA",433166,5.1,6.9,87.12,Low,2023-02-09
Wise County,51195,Virginia,37383,55,"Wise, VA - Lee, VA",79105,9.3,11.4,205.98,High,2023-02-09
Buena Vista City,51530,Virginia,6478,97,"Augusta, VA - Staunton City, VA",161807,4.6,8.7,308.74,Medium,2023-02-09
Falls Church City,51610,Virginia,14617,69,"Fairfax, VA - Arlington, VA",1995976,5.6,7.0,75.25,Low,2023-02-09
Franklin City,51620,Virginia,7967,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.1,6.4,0.00,Low,2023-02-09
Galax City,51640,Virginia,6347,73,"Carroll, VA - Grayson, VA",62825,0.8,4.8,236.33,Medium,2023-02-09
Lynchburg City,51680,Virginia,82168,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,82.76,Medium,2023-02-09
Newport News City,51700,Virginia,179225,5,"Newport News City, VA - Hampton City, VA",531945,3.3,4.5,114.94,Low,2023-02-09
Norton City,51720,Virginia,3981,55,"Wise, VA - Lee, VA",79105,9.3,11.4,200.95,High,2023-02-09
Poquoson City,51735,Virginia,12271,5,"Newport News City, VA - Hampton City, VA",531945,3.3,4.5,97.79,Low,2023-02-09
Richmond City,51760,Virginia,230436,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,0.00,Medium,2023-02-09
Roanoke City,51770,Virginia,99143,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,97.84,Medium,2023-02-09
Albemarle County,51003,Virginia,109330,99,"Albemarle, VA - Charlottesville City, VA",383641,3.6,5.0,96.95,Low,2023-02-09
Alleghany County,51005,Virginia,14860,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,1.5,0.0,161.51,Low,2023-02-09
Appomattox County,51011,Virginia,15911,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,69.13,Medium,2023-02-09
Augusta County,51015,Virginia,75558,97,"Augusta, VA - Staunton City, VA",161807,4.6,8.7,138.97,Low,2023-02-09
Bedford County,51019,Virginia,78997,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,101.27,Medium,2023-02-09
Botetourt County,51023,Virginia,33419,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,113.71,Medium,2023-02-09
Buchanan County,51027,Virginia,21004,39,"Mercer, WV - Tazewell, VA",144261,7.6,9.0,66.65,Low,2023-02-09
Campbell County,51031,Virginia,54885,14,"Roanoke City, VA - Roanoke, VA",592537,4.8,14.5,109.32,Medium,2023-02-09
Charles City County,51036,Virginia,6963,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.7,11.3,114.89,Medium,2023-02-09
Dickenson County,51051,Virginia,14318,55,"Wise, VA - Lee, VA",79105,9.3,11.4,118.73,Medium,2023-02-09
